Comment number,class,comment,processed_comment
3752.0,0.0,@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson,klsouth missdidi23 evil hate whitey racist think delbert belton deserved maryforbes14 enemiesofdonnaj stephannanson
3753.0,1.0,"@KR3TZ3R15 Idk is she's actually from there lol, we followed a band. But we met a few bainbridgians. This bitch had like 4 teeth I swear lol",kr3tz3r15 I know shes actually laugh loud followed band met bainbridgians bitch like 4 teeth swear laugh loud
3754.0,1.0,@K_forKicKs &#128514;&#128514;&#128514;&#128514; im joked out bitch you stupid!,kforkicks 128514128514128514128514 im joked bitch stupid
3755.0,1.0,@K_forKicKs likkadawgg turn up ya bitch...fw ya dawg man,kforkicks likkadawgg turn bitchfw dawg man
3756.0,1.0,@K_forKicKs tf bitch you had brain surgery and aint tell me??!?,kforkicks tf bitch brain surgery aint tell
3757.0,1.0,@Kaaaat__ make that llama your bitch,kaaaat make llama bitch
3758.0,1.0,@Kaayyllee_ bitch. &#128530;,kaayyllee bitch 128530
3759.0,1.0,"@KaileenRenee lets get a group together &amp; do something negro, I'm home",kaileenrenee let get group together amp something negro im home
3760.0,0.0,@KamRenee ugly nigger,kamrenee ugly nigger
3761.0,1.0,"@KamalShaqi @Kevinnnnn_05 it's funny how this page quoted my tweet about the term ""camel jockey"" bc I AM a fucking Arab you dumbass &#128529;",kamalshaqi kevinnnnn05 funny page quoted tweet term camel jockey bc fucking arab dumbass 128529
3762.0,1.0,"@KassieHamilton @Ann_E_Lizabeth @erin_lehrer thanks kass I respect you. Not you Annie, you're a bitch.",kassiehamilton annelizabeth erinlehrer thanks kass respect annie youre bitch
3763.0,2.0,"@KateWhineHall I starting laughing ""worked out""...not b/c I think its funny that you work...
*throws phone in trash over butchered subtweet",katewhinehall starting laughing worked outnot bc think funny work throw phone trash butchered subtweet
3764.0,1.0,@KatieFraaancis bitch nigga,katiefraaancis bitch nigga
3765.0,1.0,@Katiebentel ily hoe cheer up pretti,katiebentel ily hoe cheer pretti
3766.0,1.0,@Katieloukarl lol tell that hoe grow up ahaha,katieloukarl laugh loud tell hoe grow ahaha
3767.0,1.0,@KayFLiii fuck bitches,kayfliii fuck bitch
3768.0,1.0,@KayciMalynn I know nigs,kaycimalynn know nigs
3769.0,1.0,"@KayciMalynn yo bitch, I miss you too.",kaycimalynn hey bitch miss
3770.0,2.0,@KaylahPrettyMom lmao girlllaaaa I don't like em chunky anymore.&#128514;&#128514;&#128514;&#128514;&#128567;,kaylahprettymom laughing as girlllaaaa dont like em chunky anymore128514128514128514128514128567
3771.0,1.0,@KazAtta @thesaidabdi dont get it twisted said aint playin ny state of mind when bitches is around *clicks link*,kazatta thesaidabdi dont get twisted said aint playin ny state mind bitch around click link
3772.0,1.0,@KazAtta I woulda jus told skylar one night 'hey I got a flight in the mornin...you wit it or nah' while textin my brazilian bitch,kazatta woulda jus told skylar one night hey got flight morninyou wit textin brazilian bitch
3773.0,1.0,@KazAtta LOL this is why u my nig,kazatta laugh loud nig
3774.0,1.0,@KazAtta he jus need to go to brazil get himself a bad brazilian bitch and jus relax,kazatta jus need go brazil get bad brazilian bitch jus relax
3775.0,1.0,"@KazAtta if yo girl let them in, she a hoe...she belong to the world, why u cuffing her",kazatta hey girl let hoeshe belong world cuffing
3776.0,1.0,@KazAtta why is he stressin himself this nig can be livin lik meech before he went to prison,kazatta stressin nig livin lik meech went prison
3777.0,1.0,@KazAtta your welcome my nig #salute,kazatta welcome nig salute
3778.0,1.0,@KebinBlodgett bitch your yuck,kebinblodgett bitch yuck
3779.0,0.0,"@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy",keebithalal loganswarning gotta love islamofascist cow try make retort age typical muzzie idiocy
3780.0,1.0,@KeenoKlutch im on that hoe now,keenoklutch im hoe
3781.0,1.0,@Keim_Hefner lmaooo hell naw nigga you must was playing school of blind and cripple,keimhefner lmaooo hell naw nigga must playing school blind cripple
3782.0,2.0,"@KeithOlbermann I feel the same way about the bigotry and racism of using the word ""redskins"".",keitholbermann feel way bigotry racism using word redskin
3783.0,1.0,@KeiveeB shut up bitch it ainn complete witout Money Melle n it,keiveeb shut bitch ainn complete witout money melle n
3784.0,2.0,@KeiveeB yellow shirt hat turnt to da side,keiveeb yellow shirt hat excited hyper often due partying da side
3785.0,2.0,"@KellenDaniel along with the French blue and Buggs bunny VIIs, and the Oreo IVs. @LaJethroJenkins",kellendaniel along french blue buggs bunny vii oreo iv lajethrojenkins
3786.0,1.0,@Kellinquinn please acknowledge my existence you amazing son of a bitch,kellinquinn please acknowledge existence amazing son bitch
3787.0,2.0,@KellyOsbourne do u still have ur blk. pom?,kellyosbourne still blk pom
3788.0,1.0,@KelseyHison @JODYHiGHROLLER see bitch this is why you have no friends,kelseyhison jodyhighroller see bitch friend
3789.0,1.0,"@Kelseyyvirginia @caylanashlee look here bitch if i wanted to be gramatically correct, i would have",kelseyyvirginia caylanashlee look bitch wanted gramatically correct would
3790.0,1.0,@Kelseyyvirginia im talking about the pucture of the pussy cat you nit twit,kelseyyvirginia im talking pucture pussy cat nit twit
3791.0,1.0,"@KenSuttling @LesleySuttling Him as well, They like their fried chicken,esp the spear chuckers.",kensuttling lesleysuttling well like fried chickenesp spear chuckers
3792.0,2.0,@KenSuttling @amhistorymuseum @Yankees He now resides on the Mantle piece.,kensuttling amhistorymuseum yankee resides mantle piece
3793.0,2.0,@KenSuttling Certainlt not the paddies,kensuttling certainlt paddy
3794.0,2.0,@KenSuttling Man City and the Yankees have got together to form the 20th MLS club.They begin playing in 2015.,kensuttling man city yankee got together form 20th ml clubthey begin playing 2015
3795.0,1.0,"@KenSuttling Mr.Cox,the Chase me Charlie of his day.Bend over boy,while I conjugate your A**e",kensuttling mrcoxthe chase charlie daybend boywhile conjugate ae
3796.0,2.0,@KenSuttling Not taking Franks advice and he ate the yellow snow.,kensuttling taking frank advice ate yellow snow
3797.0,1.0,@KenSuttling That twat Barry Hearne.It would seem to be all about there was no option for teams to share the venue.,kensuttling twat barry hearneit would seem option team share venue
3798.0,2.0,@KenSuttling The spear chuckers are flooding into Upton Park.,kensuttling spear chuckers flooding upton park
3799.0,2.0,@KenSuttling Yankees beat then in the Grapefruit league the other day.,kensuttling yankee beat grapefruit league day
3800.0,2.0,"@KenSuttling Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks",kensuttling yankee playing tonight bronx3rd game current series diamondback
3801.0,2.0,"@KenSuttling You remember,it used to be funny coloured paper.",kensuttling rememberit used funny coloured paper
3802.0,0.0,"@Ken_GTH nahh , whatever you are spook or spic, I still don't like you . Good day",kength nahh whatever spook spic still dont like good day
3803.0,1.0,"@Kendracae ""bitches ain't shit but hoes with tricks""",kendracae bitch aint shit hoe trick
3804.0,1.0,@Kenny__Wright @Kush_Boy420 @yoPapi_chulo do it i fucking dare you faggot,kennywright kushboy420 yopapichulo fucking dare faggot
3805.0,1.0,@Kenny__Wright @itsfrankybitch @Amber_Nicole_21 @Kush_Boy420 @yoPapi_chulo you cant call someone a fag if you're snuggling up with guys,kennywright itsfrankybitch ambernicole21 kushboy420 yopapichulo cant call someone fag youre snuggling guy
3806.0,0.0,@Kenny__Wright @itsfrankybitch @yoPapi_chulo so if your 17 and in high school you dont have your own house you fucking faggot,kennywright itsfrankybitch yopapichulo 17 high school dont house fucking faggot
3807.0,1.0,@Kenny__Wright @sincerelyayla faggot,kennywright sincerelyayla faggot
3808.0,1.0,"@Kenny__Wright @yoPapi_chulo @Kush_Boy420 ""the stupidest bitch"" brb crying he called me stupid",kennywright yopapichulo kushboy420 stupidest bitch right back cry called stupid
3809.0,1.0,"@KenoBino Ohh Mr I'm all tough cause I live in a retarded city thinks he's cool. People like you should be shoveling my snow, broke bum.",kenobino ohh mr im tough cause live retarded city think he cool people like shoveling snow broke bum
3810.0,1.0,@Kevhoeee916 apply to thunder valley bitch,kevhoeee916 apply thunder valley bitch
3811.0,1.0,@KevinEdwardsJr look here I'm a thirsty ass bummy ass bitch ass 17 year old niqqa. &amp; I jus wanted to know if I can get a follow back please,kevinedwardsjr look im thirsty as bummy as bitch as 17 year old niqqa amp jus wanted know get follow back please
3812.0,1.0,@KevinKevmooney @LEllerbe when bet now i make sure that bitch is not involved that's 1 thing floyd and pac can agree on she screwed em both,kevinkevmooney lellerbe okay sure make sure bitch involved thats 1 thing floyd pac agree screwed em
3813.0,2.0,@KevinMarin27 I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob &amp; shawne,kevinmarin27 like really doubt even play already got lot big man rotation committed bosh bird mcbob amp shawne
3814.0,1.0,@KevinTheGee finished the essay and the quiz bitch,kevinthegee finished essay quiz bitch
3815.0,1.0,@KevinTheGee ok I just wanted to know bitch at 5:20 if you're not here I'm out,kevinthegee ok wanted know bitch 520 youre im
3816.0,0.0,@Kevin_McAdams Because Ian's retarded,kevinmcadams ians retarded
3817.0,1.0,@KeyshawnSwag lol nigga them look like a combo of trash in your house &amp; trash at the dump,keyshawnswag laugh loud nigga look like combo trash house amp trash dump
3818.0,1.0,@KeyshawnSwag on god niggaa be tryna say aids been out longer and shit like no bitch Ebola been out here &#128514;,keyshawnswag god niggaa tryna say aid longer shit like bitch ebola 128514
3819.0,1.0,@KeyshawnSwag the bad bitch with them ugly ass nikes,keyshawnswag bad bitch ugly as nike
3820.0,1.0,@KiKi_That_Seven Lol I'm not you just can't be sad about things you can't control. But when you walk that stage my nigglet I'll be happy :),kikithatseven laugh loud im cant sad thing cant control walk stage nigglet ill happy
3821.0,1.0,@KiaraSmallzz lmaoo &#128514;&#128149;I think I want this bitch YA me tiene cansada but thanks &#128536;wait hold up ... Who u fighting &#128563;,kiarasmallzz lmaoo 128514128149i think want bitch tiene cansada thanks 128536wait hold fighting 128563
3822.0,1.0,@KilaurenK u stupid fuk head bitch,kilaurenk stupid fuk head bitch
3823.0,1.0,@KimW16 and the plastic surgery of a tranny.,kimw16 plastic surgery tranny
3824.0,1.0,@KimW16 quit being a baby & hit that patchouli pussy!,kimw16 quit baby hit patchouli pussy
3825.0,1.0,@KimW16 so she's retarded?,kimw16 shes retarded
3826.0,1.0,@KimberlyyAye @Leslieeeixta I think I did my job here! Toodles to you bitches &#9996;&#65039;,kimberlyyaye leslieeeixta think job toodles bitch 999665039
3827.0,1.0,@KimberlyyAye speaking of little bitch you didn't even do all your squats you little bitch kept talking to distract everyone else &#128530; &#128587;&#128064;&#128073;&#128590; icu,kimberlyyaye speaking little bitch didnt even squat little bitch kept talking distract everyone else 128530 128587128064128073128590 icu
3828.0,2.0,@KingCuh @TEE_JONEZ io.. lol osi tangi! Haha a tuku ho tangible Terryn! Atunga ho fie lea lahi mai!,kingcuh teejonez io laugh loud osi tangi haha tuku ho tangible terryn atunga ho fie lea lahi mai
3829.0,1.0,@KingEgo if I can get this bitch to go --&gt;&gt; @Wisdom_Stature,kingego get bitch go gtgt wisdomstature
3830.0,1.0,@KingHorseDick bitch you know the lingo hoe lol,kinghorsedick bitch know lingo hoe laugh loud
3831.0,1.0,@KingHorseDick lol toughen up pussy,kinghorsedick laugh loud toughen pussy
3832.0,1.0,@KingHorseDick that hoe skilled,kinghorsedick hoe skilled
3833.0,1.0,@KingHorseDick we gotta find this hoe,kinghorsedick gotta find hoe
3834.0,2.0,@KingHov1313 @Pr3ttyN33 song trash....,kinghov1313 pr3ttyn33 song trash
3835.0,1.0,"@KingHov1313 boi stop! Aint no hoes in the 11th ward...never have been either, thats why nobody knew where our hood was..aint no hoes",kinghov1313 boi stop aint hoe 11th wardnever either thats nobody knew hood wasaint hoe
3836.0,0.0,"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week....",kinghov1313 got dyke wit child whse mgr jus hired another girlboy dis week
3837.0,1.0,@KingJames is such a hoe . Wear your shoes ya big bitch .....you missed the couch shot Ray Allen bailed you out ......pussy,kingjames hoe wear shoe big bitch missed couch shot ray allen bailed pussy
3838.0,1.0,@KingLiibax r u a faggot?,kingliibax r faggot
3839.0,1.0,@KingLister10 @Sweet_Loveeee @_ItsCheese that shit chunky lol,kinglister10 sweetloveeee itscheese shit chunky laugh loud
3840.0,2.0,"@KingLuger carne asada, Gallo pinto, tajadas verde, queso frito and a salad With milca",kingluger carne asada gallo pinto tajadas verde queso frito salad milca
3841.0,1.0,@KingUlyssesIV @truebake psh if a (sexy) bitch gotta sexy voice she can easily get shit goin,kingulyssesiv truebake psh sexy bitch gotta sexy voice easily get shit goin
3842.0,1.0,@King_4_Murphy pussy,king4murphy pussy
3843.0,1.0,@King_4_Murphy stop being a pussy.,king4murphy stop pussy
3844.0,1.0,@King_Albert21 @Ceto_13 ha ha look what this fag said lol,kingalbert21 ceto13 ha ha look fag said laugh loud
3845.0,0.0,@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol,kingalbert21 ceto13 pulledthat queer shit spon put homo laugh loud
3846.0,1.0,@KingsleeyNYC yep lmao. Its been a hectic few weeks. Waddup ho,kingsleeynyc yep laughing as hectic week waddup ho
3847.0,2.0,@KodyMark1 go Yankees,kodymark1 go yankee
3848.0,1.0,@KodyMark1 hahahh thank you fag boy! #represent,kodymark1 hahahh thank fag boy represent
3849.0,1.0,@KoiyaThePerv exactly so tweet some other shit fuck all that don't be like everybody this ain't monkey see monkey do koiya,koiyatheperv exactly tweet shit fuck dont like everybody aint monkey see monkey koiya
3850.0,1.0,"@KoolQueef 
Inch that bitch out and flick it wit my tongue like a damn pinada",koolqueef inch bitch flick wit tongue like damn pinada
3851.0,1.0,@Korrect973 don't pay dem bitches and they dirty ass chucks no mind bro,korrect973 dont pay dem bitch dirty as chuck mind brother
3852.0,1.0,"@KoryKisling we gotta get like 20 heads to go. Everyone brings tree, some bring food, bitches, and liquor of course.",korykisling gotta get like 20 head go everyone brings tree bring food bitch liquor course
3853.0,2.0,"@Krbfarms @Cornfrmr Homemade Angel Food, yellow cake with half-inch chocolate frosting, Devil's Food to die for, Pecan Pie",krbfarms cornfrmr homemade angel food yellow cake halfinch chocolate frosting devil food die pecan pie
3854.0,2.0,"@Krbfarms @Cornfrmr I was gone once, dog ran a coon up the transformer pole, she picked it off with one shot-and still had electricity!",krbfarms cornfrmr gone dog ran coon transformer pole picked one shotand still electricity
3855.0,1.0,@Kristenbitess is having a birthday so make sure you tell that bitch be happy. &#128526;&#128522; &#127881; &amp; celebrate without drugs &#128683;,kristenbitess birthday make sure tell bitch happy 128526128522 127881 amp celebrate without drug 128683
3856.0,2.0,@KristynEdwards why were there penguins and a bird in the puppy bowl???,kristynedwards penguin bird puppy bowl
3857.0,1.0,@Kstar__ lol damn. just thought i'd let you know. my dad was going super saiyan ape shit.,kstar laugh loud damn thought id let know dad going super saiyan ape shit
3858.0,1.0,@KtKasey nooo I am....lmfao and don't bitch me ya bitch,ktkasey nooo amlmfao dont bitch bitch
3859.0,2.0,@Kummar_King I volunteer to be guinea pig and help test it out &#128527;&#128587;,kummarking volunteer guinea pig help test 128527128587
3860.0,1.0,@KuntIMKeesh lmao...nigga talking like he bag bitches,kuntimkeesh lmaonigga talking like bag bitch
3861.0,0.0,"@KuntaKayne I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri",kuntakayne never seen ignorant illiterate piece shit life bring natl guard amp disperse trash bassemmasri
